,district,age,men,women
892,nvs,12.0,2903.0,2663.0
893,nvs,13.0,2903.0,2663.0
894,nvs,14.0,2134.0,1984.0
895,nvs,15.0,2134.0,1984.0
896,nvs,16.0,2139.0,2064.0
897,nvs,17.0,2139.0,2064.0
898,nvs,18.0,2156.0,2168.0
899,nvs,19.0,2156.0,2168.0
900,nvs,20.0,2003.0,2146.0
901,nvs,21.0,2003.0,2146.0
902,nvs,22.0,2003.0,2146.0
903,nvs,23.0,2003.0,2146.0
904,nvs,24.0,2003.0,2146.0
905,nvs,25.0,2732.0,3028.0
906,nvs,26.0,2732.0,3028.0
907,nvs,27.0,2732.0,3028.0
908,nvs,28.0,2732.0,3028.0
909,nvs,29.0,2732.0,3028.0
910,nvs,30.0,4903.0,5372.0
911,nvs,31.0,4903.0,5372.0
912,nvs,32.0,4903.0,5372.0
913,nvs,33.0,4903.0,5372.0
914,nvs,34.0,4903.0,5372.0
915,nvs,35.0,5353.0,5632.0
916,nvs,36.0,5353.0,5632.0
917,nvs,37.0,5353.0,5632.0
918,nvs,38.0,5353.0,5632.0
919,nvs,39.0,5353.0,5632.0
920,nvs,40.0,4236.0,4509.0
921,nvs,41.0,4236.0,4509.0
922,nvs,42.0,4236.0,4509.0
923,nvs,43.0,4236.0,4509.0
924,nvs,44.0,4236.0,4509.0
925,nvs,45.0,3468.0,3875.0
926,nvs,46.0,3468.0,3875.0
927,nvs,47.0,3468.0,3875.0
928,nvs,48.0,3468.0,3875.0
929,nvs,49.0,3468.0,3875.0
930,nvs,50.0,2990.0,3619.0
931,nvs,51.0,2990.0,3619.0
932,nvs,52.0,2990.0,3619.0
933,nvs,53.0,2990.0,3619.0
934,nvs,54.0,2990.0,3619.0
935,nvs,55.0,2964.0,4105.0
936,nvs,56.0,2964.0,4105.0
937,nvs,57.0,2964.0,4105.0
938,nvs,58.0,2964.0,4105.0
939,nvs,59.0,2964.0,4105.0
940,nvs,60.0,3090.0,4780.0
941,nvs,61.0,3090.0,4780.0
942,nvs,62.0,3090.0,4780.0
943,nvs,63.0,3090.0,4780.0
944,nvs,64.0,3090.0,4780.0
945,nvs,65.0,2245.0,4154.0
946,nvs,66.0,2245.0,4154.0
947,nvs,67.0,2245.0,4154.0
948,nvs,68.0,2245.0,4154.0
949,nvs,69.0,2245.0,4154.0
950,nvs,70.0,7631.0,3936.0
951,nvs,71.0,7631.0,3936.0
952,nvs,72.0,0.0,3936.0
953,nvs,73.0,0.0,3936.0
954,nvs,74.0,0.0,3936.0
955,nvs,75.0,0.0,3936.0
956,nvs,76.0,0.0,3936.0
957,nvs,77.0,0.0,3936.0
958,nvs,78.0,0.0,3936.0
959,nvs,79.0,0.0,3936.0
960,pgr,0.0,532.0,525.0
961,pgr,1.0,548.0,565.0
962,pgr,2.0,612.0,1679.0
963,pgr,3.0,655.0,642.0
964,pgr,4.0,655.0,642.0
965,pgr,5.0,655.0,642.0
966,pgr,6.0,750.0,670.0
967,pgr,7.0,625.0,628.0
968,pgr,8.0,460.0,435.0
969,pgr,9.0,460.0,435.0
970,pgr,10.0,460.0,435.0
971,pgr,11.0,460.0,435.0
972,pgr,12.0,460.0,435.0
973,pgr,13.0,460.0,435.0
974,pgr,14.0,404.0,375.0
975,pgr,15.0,404.0,375.0
976,pgr,16.0,422.0,399.0
977,pgr,17.0,422.0,399.0
978,pgr,18.0,502.0,560.0
979,pgr,19.0,502.0,560.0
980,pgr,20.0,511.0,526.0
981,pgr,21.0,511.0,526.0
982,pgr,22.0,511.0,526.0
983,pgr,23.0,511.0,526.0
984,pgr,24.0,511.0,526.0
985,pgr,25.0,754.0,677.0
986,pgr,26.0,754.0,677.0
987,pgr,27.0,754.0,677.0
988,pgr,28.0,754.0,677.0
989,pgr,29.0,754.0,677.0
990,pgr,30.0,1511.0,1338.0
991,pgr,31.0,1511.0,1338.0
992,pgr,32.0,1511.0,1338.0
993,pgr,33.0,1511.0,1338.0
994,pgr,34.0,1511.0,1338.0
995,pgr,35.0,1043.0,1127.0
996,pgr,36.0,1043.0,1127.0
997,pgr,37.0,1043.0,1127.0
998,pgr,38.0,1043.0,1127.0
999,pgr,39.0,1043.0,1127.0
1000,pgr,40.0,851.0,958.0
1001,pgr,41.0,851.0,958.0
1002,pgr,42.0,851.0,958.0
1003,pgr,43.0,851.0,958.0
1004,pgr,44.0,851.0,958.0
1005,pgr,45.0,734.0,887.0
1006,pgr,46.0,734.0,887.0
1007,pgr,47.0,734.0,887.0
1008,pgr,48.0,734.0,887.0
1009,pgr,49.0,734.0,887.0
1010,pgr,50.0,740.0,933.0
1011,pgr,51.0,740.0,933.0
1012,pgr,52.0,740.0,933.0
1013,pgr,53.0,740.0,933.0
1014,pgr,54.0,740.0,933.0
1015,pgr,55.0,742.0,947.0
1016,pgr,56.0,742.0,947.0
1017,pgr,57.0,742.0,947.0
1018,pgr,58.0,742.0,947.0
1019,pgr,59.0,742.0,947.0
1020,pgr,60.0,726.0,992.0
1021,pgr,61.0,726.0,992.0
1022,pgr,62.0,726.0,992.0
1023,pgr,63.0,726.0,992.0
1024,pgr,64.0,726.0,992.0
1025,pgr,65.0,525.0,839.0
1026,pgr,66.0,525.0,839.0
1027,pgr,67.0,525.0,839.0
1028,pgr,68.0,525.0,839.0
1029,pgr,69.0,525.0,839.0
1030,pgr,70.0,2990.0,1072.0
1031,pgr,71.0,2990.0,1072.0
1032,pgr,72.0,0.0,1072.0
1033,pgr,73.0,0.0,1072.0
1034,pgr,74.0,0.0,1072.0
1035,pgr,75.0,0.0,1072.0
1036,pgr,76.0,0.0,1072.0
1037,pgr,77.0,0.0,1072.0
1038,pgr,78.0,0.0,1072.0
1039,pgr,79.0,0.0,1072.0
1040,pdr,0.0,622.0,524.0
1041,pdr,1.0,598.0,576.0
1042,pdr,2.0,767.0,1793.0
1043,pdr,3.0,792.0,725.0
1044,pdr,4.0,792.0,725.0
1045,pdr,5.0,792.0,725.0
1046,pdr,6.0,777.0,779.0
1047,pdr,7.0,790.0,759.0
1048,pdr,8.0,678.0,627.0
1049,pdr,9.0,678.0,627.0
1050,pdr,10.0,678.0,627.0
1051,pdr,11.0,678.0,627.0
1052,pdr,12.0,678.0,627.0
1053,pdr,13.0,678.0,627.0
1054,pdr,14.0,582.0,548.0
1055,pdr,15.0,582.0,548.0
1056,pdr,16.0,635.0,598.0
1057,pdr,17.0,635.0,598.0
1058,pdr,18.0,1033.0,1113.0
1059,pdr,19.0,1033.0,1113.0
1060,pdr,20.0,775.0,880.0
1061,pdr,21.0,775.0,880.0
1062,pdr,22.0,775.0,880.0
1063,pdr,23.0,775.0,880.0
1064,pdr,24.0,775.0,880.0
1065,pdr,25.0,875.0,762.0
1066,pdr,26.0,875.0,762.0
1067,pdr,27.0,875.0,762.0
1068,pdr,28.0,875.0,762.0
1069,pdr,29.0,875.0,762.0
1070,pdr,30.0,1891.0,1345.0
1071,pdr,31.0,1891.0,1345.0
1072,pdr,32.0,1891.0,1345.0
1073,pdr,33.0,1891.0,1345.0
1074,pdr,34.0,1891.0,1345.0
1075,pdr,35.0,1194.0,1200.0
1076,pdr,36.0,1194.0,1200.0
1077,pdr,37.0,1194.0,1200.0
1078,pdr,38.0,1194.0,1200.0
1079,pdr,39.0,1194.0,1200.0
1080,pdr,40.0,998.0,1102.0
1081,pdr,41.0,998.0,1102.0
1082,pdr,42.0,998.0,1102.0
1083,pdr,43.0,998.0,1102.0
1084,pdr,44.0,998.0,1102.0
1085,pdr,45.0,897.0,981.0
1086,pdr,46.0,897.0,981.0
1087,pdr,47.0,897.0,981.0
1088,pdr,48.0,897.0,981.0
1089,pdr,49.0,897.0,981.0
1090,pdr,50.0,783.0,894.0
1091,pdr,51.0,783.0,894.0
1092,pdr,52.0,783.0,894.0
1093,pdr,53.0,783.0,894.0
1094,pdr,54.0,783.0,894.0
1095,pdr,55.0,746.0,934.0
1096,pdr,56.0,746.0,934.0
1097,pdr,57.0,746.0,934.0
1098,pdr,58.0,746.0,934.0
1099,pdr,59.0,746.0,934.0
1100,pdr,60.0,741.0,1108.0
1101,pdr,61.0,741.0,1108.0
1102,pdr,62.0,741.0,1108.0
1103,pdr,63.0,741.0,1108.0
1104,pdr,64.0,741.0,1108.0
1105,pdr,65.0,605.0,1009.0
1106,pdr,66.0,605.0,1009.0
1107,pdr,67.0,605.0,1009.0
1108,pdr,68.0,605.0,1009.0
1109,pdr,69.0,605.0,1009.0
1110,pdr,70.0,2426.0,1065.0
1111,pdr,71.0,2426.0,1065.0
1112,pdr,72.0,0.0,1065.0
1113,pdr,73.0,0.0,1065.0
1114,pdr,74.0,0.0,1065.0
1115,pdr,75.0,0.0,1065.0
1116,pdr,76.0,0.0,1065.0
1117,pdr,77.0,0.0,1065.0
1118,pdr,78.0,0.0,1065.0
1119,pdr,79.0,0.0,1065.0
1120,prm,0.0,3265.0,3080.0
1121,prm,1.0,3329.0,3183.0
1122,prm,2.0,3471.0,9569.0
1123,prm,3.0,4017.0,3792.0
1124,prm,4.0,4017.0,3792.0
1125,prm,5.0,4017.0,3792.0
1126,prm,6.0,4214.0,3904.0
1127,prm,7.0,3788.0,3688.0
1128,prm,8.0,2859.0,2632.0
1129,prm,9.0,2859.0,2632.0
1130,prm,10.0,2859.0,2632.0
1131,prm,11.0,2859.0,2632.0
1132,prm,12.0,2859.0,2632.0
1133,prm,13.0,2859.0,2632.0
1134,prm,14.0,1976.0,1916.0
1135,prm,15.0,1976.0,1916.0
1136,prm,16.0,1928.0,1891.0
1137,prm,17.0,1928.0,1891.0
1138,prm,18.0,2022.0,2167.0
1139,prm,19.0,2022.0,2167.0
1140,prm,20.0,1955.0,2081.0
1141,prm,21.0,1955.0,2081.0
1142,prm,22.0,1955.0,2081.0
1143,prm,23.0,1955.0,2081.0
1144,prm,24.0,1955.0,2081.0
1145,prm,25.0,2463.0,2854.0
1146,prm,26.0,2463.0,2854.0
1147,prm,27.0,2463.0,2854.0
1148,prm,28.0,2463.0,2854.0
1149,prm,29.0,2463.0,2854.0
1150,prm,30.0,5420.0,5674.0
1151,prm,31.0,5420.0,5674.0
1152,prm,32.0,5420.0,5674.0
1153,prm,33.0,5420.0,5674.0
1154,prm,34.0,5420.0,5674.0
1155,prm,35.0,6088.0,6452.0
1156,prm,36.0,6088.0,6452.0
1157,prm,37.0,6088.0,6452.0
1158,prm,38.0,6088.0,6452.0
1159,prm,39.0,6088.0,6452.0
1160,prm,40.0,4936.0,5074.0
1161,prm,41.0,4936.0,5074.0
1162,prm,42.0,4936.0,5074.0
1163,prm,43.0,4936.0,5074.0
1164,prm,44.0,4936.0,5074.0
1165,prm,45.0,3922.0,4057.0
1166,prm,46.0,3922.0,4057.0
1167,prm,47.0,3922.0,4057.0
1168,prm,48.0,3922.0,4057.0
1169,prm,49.0,3922.0,4057.0
1170,prm,50.0,3273.0,3501.0
1171,prm,51.0,3273.0,3501.0
1172,prm,52.0,3273.0,3501.0
1173,prm,53.0,3273.0,3501.0
1174,prm,54.0,3273.0,3501.0
1175,prm,55.0,3165.0,4152.0
1176,prm,56.0,3165.0,4152.0
1177,prm,57.0,3165.0,4152.0
1178,prm,58.0,3165.0,4152.0
1179,prm,59.0,3165.0,4152.0
1180,prm,60.0,3683.0,5294.0
1181,prm,61.0,3683.0,5294.0
1182,prm,62.0,3683.0,5294.0
1183,prm,63.0,3683.0,5294.0
1184,prm,64.0,3683.0,5294.0
1185,prm,65.0,2766.0,4530.0
1186,prm,66.0,2766.0,4530.0
1187,prm,67.0,2766.0,4530.0
1188,prm,68.0,2766.0,4530.0
1189,prm,69.0,2766.0,4530.0
1190,prm,70.0,10472.0,4250.0
1191,prm,71.0,10472.0,4250.0
1192,prm,72.0,0.0,4250.0
1193,prm,73.0,0.0,4250.0
1194,prm,74.0,0.0,4250.0
1195,prm,75.0,0.0,4250.0
1196,prm,76.0,0.0,4250.0
1197,prm,77.0,0.0,4250.0
1198,prm,78.0,0.0,4250.0
1199,prm,79.0,0.0,4250.0
1200,psk,0.0,1393.0,1334.0
1201,psk,1.0,1388.0,1346.0
1202,psk,2.0,1621.0,4179.0
1203,psk,3.0,1917.0,1822.0
1204,psk,4.0,1917.0,1822.0
1205,psk,5.0,1917.0,1822.0
1206,psk,6.0,1899.0,1727.0
1207,psk,7.0,1718.0,1628.0
1208,psk,8.0,1527.0,1460.0
1209,psk,9.0,1527.0,1460.0
1210,psk,10.0,1527.0,1460.0
1211,psk,11.0,1527.0,1460.0
1212,psk,12.0,1527.0,1460.0
1213,psk,13.0,1527.0,1460.0
1214,psk,14.0,1156.0,1102.0
1215,psk,15.0,1156.0,1102.0
1216,psk,16.0,1184.0,1128.0
1217,psk,17.0,1184.0,1128.0
1218,psk,18.0,1199.0,1393.0
1219,psk,19.0,1199.0,1393.0
1220,psk,20.0,1102.0,1184.0
1221,psk,21.0,1102.0,1184.0
1222,psk,22.0,1102.0,1184.0
1223,psk,23.0,1102.0,1184.0
1224,psk,24.0,1102.0,1184.0
1225,psk,25.0,1175.0,1224.0
1226,psk,26.0,1175.0,1224.0
1227,psk,27.0,1175.0,1224.0
1228,psk,28.0,1175.0,1224.0
1229,psk,29.0,1175.0,1224.0
1230,psk,30.0,2164.0,2215.0
1231,psk,31.0,2164.0,2215.0
1232,psk,32.0,2164.0,2215.0
1233,psk,33.0,2164.0,2215.0
1234,psk,34.0,2164.0,2215.0
1235,psk,35.0,1941.0,2209.0
1236,psk,36.0,1941.0,2209.0
1237,psk,37.0,1941.0,2209.0
1238,psk,38.0,1941.0,2209.0
1239,psk,39.0,1941.0,2209.0
1240,psk,40.0,1814.0,1961.0
1241,psk,41.0,1814.0,1961.0
1242,psk,42.0,1814.0,1961.0
1243,psk,43.0,1814.0,1961.0
1244,psk,44.0,1814.0,1961.0
1245,psk,45.0,1593.0,1711.0
1246,psk,46.0,1593.0,1711.0
1247,psk,47.0,1593.0,1711.0
1248,psk,48.0,1593.0,1711.0
1249,psk,49.0,1593.0,1711.0
1250,psk,50.0,1454.0,1515.0
1251,psk,51.0,1454.0,1515.0
1252,psk,52.0,1454.0,1515.0
1253,psk,53.0,1454.0,1515.0
1254,psk,54.0,1454.0,1515.0
1255,psk,55.0,1240.0,1542.0
1256,psk,56.0,1240.0,1542.0
1257,psk,57.0,1240.0,1542.0
1258,psk,58.0,1240.0,1542.0
1259,psk,59.0,1240.0,1542.0
1260,psk,60.0,1169.0,1699.0
1261,psk,61.0,1169.0,1699.0
1262,psk,62.0,1169.0,1699.0
1263,psk,63.0,1169.0,1699.0
1264,psk,64.0,1169.0,1699.0
1265,psk,65.0,789.0,1402.0
1266,psk,66.0,789.0,1402.0
1267,psk,67.0,789.0,1402.0
1268,psk,68.0,789.0,1402.0
1269,psk,69.0,789.0,1402.0
1270,psk,70.0,2860.0,1361.0
1271,psk,71.0,2860.0,1361.0
1272,psk,72.0,0.0,1361.0
1273,psk,73.0,0.0,1361.0
1274,psk,74.0,0.0,1361.0
1275,psk,75.0,0.0,1361.0
1276,psk,76.0,0.0,1361.0
1277,psk,77.0,0.0,1361.0
1278,psk,78.0,0.0,1361.0
1279,psk,79.0,0.0,1361.0
1280,frz,0.0,1716.0,1681.0
1281,frz,1.0,1885.0,1763.0
1282,frz,2.0,2073.0,5313.0
1283,frz,3.0,2220.0,2059.0
1284,frz,4.0,2220.0,2059.0
1285,frz,5.0,2220.0,2059.0
1286,frz,6.0,2385.0,2221.0
1287,frz,7.0,2381.0,2196.0
1288,frz,8.0,1848.0,1734.0
1289,frz,9.0,1848.0,1734.0
1290,frz,10.0,1848.0,1734.0
1291,frz,11.0,1848.0,1734.0
1292,frz,12.0,1848.0,1734.0
1293,frz,13.0,1848.0,1734.0
1294,frz,14.0,1468.0,1351.0
1295,frz,15.0,1468.0,1351.0
1296,frz,16.0,1463.0,1444.0
1297,frz,17.0,1463.0,1444.0
1298,frz,18.0,1440.0,1530.0
1299,frz,19.0,1440.0,1530.0
1300,frz,20.0,1347.0,1413.0
1301,frz,21.0,1347.0,1413.0
1302,frz,22.0,1347.0,1413.0
1303,frz,23.0,1347.0,1413.0
1304,frz,24.0,1347.0,1413.0
1305,frz,25.0,1808.0,1993.0
1306,frz,26.0,1808.0,1993.0
1307,frz,27.0,1808.0,1993.0
1308,frz,28.0,1808.0,1993.0
1309,frz,29.0,1808.0,1993.0
1310,frz,30.0,3283.0,3397.0
1311,frz,31.0,3283.0,3397.0
1312,frz,32.0,3283.0,3397.0
1313,frz,33.0,3283.0,3397.0
1314,frz,34.0,3283.0,3397.0
1315,frz,35.0,3129.0,3328.0
1316,frz,36.0,3129.0,3328.0
1317,frz,37.0,3129.0,3328.0
1318,frz,38.0,3129.0,3328.0
1319,frz,39.0,3129.0,3328.0
1320,frz,40.0,2882.0,3092.0
1321,frz,41.0,2882.0,3092.0
1322,frz,42.0,2882.0,3092.0
1323,frz,43.0,2882.0,3092.0
1324,frz,44.0,2882.0,3092.0
1325,frz,45.0,2779.0,3098.0
1326,frz,46.0,2779.0,3098.0
1327,frz,47.0,2779.0,3098.0
1328,frz,48.0,2779.0,3098.0
1329,frz,49.0,2779.0,3098.0
1330,frz,50.0,2449.0,2918.0
1331,frz,51.0,2449.0,2918.0
1332,frz,52.0,2449.0,2918.0
1333,frz,53.0,2449.0,2918.0
1334,frz,54.0,2449.0,2918.0
1335,frz,55.0,2211.0,2860.0
1336,frz,56.0,2211.0,2860.0
1337,frz,57.0,2211.0,2860.0
1338,frz,58.0,2211.0,2860.0
1339,frz,59.0,2211.0,2860.0
1340,frz,60.0,2148.0,3166.0
1341,frz,61.0,2148.0,3166.0
1342,frz,62.0,2148.0,3166.0
1343,frz,63.0,2148.0,3166.0
1344,frz,64.0,2148.0,3166.0
1345,frz,65.0,1624.0,3003.0
1346,frz,66.0,1624.0,3003.0
1347,frz,67.0,1624.0,3003.0
1348,frz,68.0,1624.0,3003.0
1349,frz,69.0,1624.0,3003.0
1350,frz,70.0,7518.0,3723.0
1351,frz,71.0,7518.0,3723.0
1352,frz,72.0,0.0,3723.0
1353,frz,73.0,0.0,3723.0
1354,frz,74.0,0.0,3723.0
1355,frz,75.0,0.0,3723.0
1356,frz,76.0,0.0,3723.0
1357,frz,77.0,0.0,3723.0
1358,frz,78.0,0.0,3723.0
1359,frz,79.0,0.0,3723.0
1360,ctr,0.0,743.0,730.0
1361,ctr,1.0,904.0,779.0
1362,ctr,2.0,952.0,2343.0
1363,ctr,3.0,843.0,786.0
1364,ctr,4.0,843.0,786.0
1365,ctr,5.0,843.0,786.0
1366,ctr,6.0,1060.0,1025.0
1367,ctr,7.0,1111.0,992.0
1368,ctr,8.0,1012.0,946.0
1369,ctr,9.0,1012.0,946.0
1370,ctr,10.0,1012.0,946.0
1371,ctr,11.0,1012.0,946.0
1372,ctr,12.0,1012.0,946.0
1373,ctr,13.0,1012.0,946.0
1374,ctr,14.0,753.0,762.0
1375,ctr,15.0,753.0,762.0
1376,ctr,16.0,766.0,753.0
1377,ctr,17.0,766.0,753.0
1378,ctr,18.0,742.0,756.0
1379,ctr,19.0,742.0,756.0
1380,ctr,20.0,729.0,760.0
1381,ctr,21.0,729.0,760.0
1382,ctr,22.0,729.0,760.0
1383,ctr,23.0,729.0,760.0
1384,ctr,24.0,729.0,760.0
1385,ctr,25.0,1040.0,1034.0
1386,ctr,26.0,1040.0,1034.0
1387,ctr,27.0,1040.0,1034.0
1388,ctr,28.0,1040.0,1034.0
1389,ctr,29.0,1040.0,1034.0
1390,ctr,30.0,2187.0,1894.0
1391,ctr,31.0,2187.0,1894.0
1392,ctr,32.0,2187.0,1894.0
1393,ctr,33.0,2187.0,1894.0
1394,ctr,34.0,2187.0,1894.0
1395,ctr,35.0,1835.0,2037.0
1396,ctr,36.0,1835.0,2037.0
1397,ctr,37.0,1835.0,2037.0
1398,ctr,38.0,1835.0,2037.0
1399,ctr,39.0,1835.0,2037.0
1400,ctr,40.0,1492.0,1673.0
1401,ctr,41.0,1492.0,1673.0
1402,ctr,42.0,1492.0,1673.0
1403,ctr,43.0,1492.0,1673.0
1404,ctr,44.0,1492.0,1673.0
1405,ctr,45.0,1350.0,1571.0
1406,ctr,46.0,1350.0,1571.0
1407,ctr,47.0,1350.0,1571.0
1408,ctr,48.0,1350.0,1571.0
1409,ctr,49.0,1350.0,1571.0
1410,ctr,50.0,1235.0,1561.0
1411,ctr,51.0,1235.0,1561.0
1412,ctr,52.0,1235.0,1561.0
1413,ctr,53.0,1235.0,1561.0
1414,ctr,54.0,1235.0,1561.0
1415,ctr,55.0,1298.0,1686.0
1416,ctr,56.0,1298.0,1686.0
1417,ctr,57.0,1298.0,1686.0
1418,ctr,58.0,1298.0,1686.0
1419,ctr,59.0,1298.0,1686.0
1420,ctr,60.0,1257.0,1872.0
1421,ctr,61.0,1257.0,1872.0
1422,ctr,62.0,1257.0,1872.0
1423,ctr,63.0,1257.0,1872.0
1424,ctr,64.0,1257.0,1872.0
1425,ctr,65.0,963.0,1656.0
1426,ctr,66.0,963.0,1656.0
1427,ctr,67.0,963.0,1656.0
1428,ctr,68.0,963.0,1656.0
1429,ctr,69.0,963.0,1656.0
1430,ctr,70.0,4406.0,1787.0
1431,ctr,71.0,4406.0,1787.0
1432,ctr,72.0,0.0,1787.0
1433,ctr,73.0,0.0,1787.0
1434,ctr,74.0,0.0,1787.0
1435,ctr,75.0,0.0,1787.0
1436,ctr,76.0,0.0,1787.0
1437,ctr,77.0,0.0,1787.0
1438,ctr,78.0,0.0,1787.0
1439,ctr,79.0,0.0,1787.0
